"CountryCode","SeriesCode","DESCRIPTION",
"KGZ","MS.MIL.XPND.CN","1992-2019 SIPRI estimates.",
"KGZ","MS.MIL.XPND.ZS","2017-2018 SIPRI estimates.",
"KGZ","SP.DYN.LE00.MA.IN","Data source: National Statistics Committee, United Nations World Population Prospects",
"KGZ","SP.POP.TOTL","Data source: National Statistical Committee",
"KGZ","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)",
"KGZ","SP.DYN.CBRT.IN","Data source: National Statistics Committee, United Nations World Population Prospects",
"KGZ","ST.INT.TVLR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"KGZ","ST.INT.RCPT.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"KGZ","SP.DYN.TFRT.IN","Data source: TransMONEE, United Nations World Population Prospects",
"KGZ","ST.INT.TRNR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"KGZ","IS.RRS.GOOD.MT.K6","Source: Internation Union of Railways (UIC)",
"KGZ","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"KGZ","IT.CEL.SETS.P2","Kyrgyz Telecom. Ministry of Transport and Communications. From 2005: National Communications Agency.",
"KGZ","IT.NET.BBND","Kyrgyz Telecom. Ministry of Transport and Communications. From 2005: National Communications Agency.",
"KGZ","ST.INT.TRNX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"KGZ","ST.INT.DPRT","Includes overnight visitors (tourists) and same-day visitors (excursionists).",
"KGZ","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects",
"KGZ","ST.INT.ARVL","Includes overnight visitors (tourists) and same-day visitors (excursionists). Arrivals of non-resident visitors at national borders.",
"KGZ","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"KGZ","IT.MLT.MAIN","Kyrgyz Telecom. Ministry of Transport and Communications. From 2005: National Communications Agency.",
"KGZ","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects",
"KGZ","SM.POP.TOTL","Estimates are derived from data on foreign-born population. ",
"KHM","IT.MLT.MAIN.P2","Ministry of Post and Telecommunications (MPTC).",
"KHM","ST.INT.TVLR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"KHM","ST.INT.XPND.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"KHM","SP.POP.GROW","Data source: United Nations World Population Prospects",
"KHM","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"KHM","IS.RRS.GOOD.MT.K6","Source: Internation Union of Railways (UIC)",
"KHM","IT.NET.USER.ZS","Ministry of Post and Telecommunications (MPTC).",
"KHM","ST.INT.TRNR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"KHM","IT.NET.BBND.P2","Ministry of Post and Telecommunications (MPTC).",
"KHM","IT.CEL.SETS.P2","Ministry of Post and Telecommunications (MPTC).",
"KHM","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"KHM","IT.NET.BBND","Ministry of Post and Telecommunications (MPTC).",
"KHM","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects",
"KHM","MS.MIL.XPND.CN","1986-1993 SIPRI estimates. 2016-2019 highly uncertain data.",
"KHM","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects",
"KHM","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"KHM","IT.MLT.MAIN","Ministry of Post and Telecommunications (MPTC).",
"KHM","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects",
"KHM","ST.INT.TVLX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"KHM","MS.MIL.XPND.ZS","2016-2019 highly uncertain data.",
"KHM","MS.MIL.XPND.CD","1986-1993 SIPRI estimates. 2016-2019 highly uncertain data.",
"KHM","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects",
"KHM","SM.POP.TOTL","Estimates are derived from data on foreign population. Foreign population is people who are citizens of a country other the country in which they reside. ",
"KHM","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)",
"KHM","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects",
"KHM","SM.POP.NETM","Data source: United Nations World Population Prospects",
"KHM","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects",
"KHM","IT.CEL.SETS","Ministry of Post and Telecommunications (MPTC).",
"KHM","ST.INT.ARVL","Includes overnight visitors (tourists) only. Arrivals of non-resident tourists at national borders. 1995-1997: arrivals by air. From 1998 arrivals by all means of transport.",
"KHM","ST.INT.RCPT.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"KHM","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects",
"KHM","ST.INT.DPRT","Includes overnight visitors (tourists) only.",
"KHM","IS.RRS.PASG.KM","Source: Internation Union of Railways (UIC)",
"KHM","ST.INT.TRNX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"KHM","SP.POP.TOTL","Data source: United Nations World Population Prospects",
"KHM","DT.DOD.DECT.CD","Long-term public and publicly guaranteed and long-term private nonguaranteed debt data for 2020 are based on reports provided by the country. Short-term debt for 2020 are sourced by the Quarterly External Debt Statistics database (http://datatopics.worldbank.org/debt/qeds). Data include MDRI debt relief.DSSI eligible and not participating in 2020",
"KIR","IT.MLT.MAIN.P2","Telecom Services Kiribati Limited (TSKL). Telecommunications Authority of Kiribati",
"KIR","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"KIR","ST.INT.TVLR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"KIR","IT.CEL.SETS.P2","Telecom Services Kiribati Limited (TSKL). Telecommunications Authority of Kiribati",
"KIR","EG.EGY.PRIM.PP.KD","Sources: Estimated based on UN Energy Statistics (2014); World Development Indicators, WDI (2014)",
"KIR","ST.INT.XPND.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database. 2005: country data.",
"KIR","SP.POP.GROW","Data source: United Nations World Population Prospects",
"KIR","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects",
"KIR","IT.NET.USER.ZS","Telecom Services Kiribati Limited (TSKL). Telecommunications Authority of Kiribati",
"KIR","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects",
"KIR","ST.INT.TRNR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"KIR","ST.INT.RCPT.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database. 1995-2005: country data.",
"KIR","SP.POP.TOTL","Data source: United Nations World Population Prospects",
"KIR","IT.NET.BBND.P2","Telecom Services Kiribati Limited (TSKL). Telecommunications Authority of Kiribati",
"KIR","ST.INT.TRNX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"KIR","IT.NET.BBND","Telecom Services Kiribati Limited (TSKL). Telecommunications Authority of Kiribati",
"KIR","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects",
"KIR","EG.FEC.RNEW.ZS","Sources: UN Energy Statistics (2014)",
"KIR","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects",
"KIR","ST.INT.ARVL","Includes overnight visitors (tourists) and same-day visitors (excursionists). Arrivals of non-resident visitors at national borders.",
"KIR","IT.CEL.SETS","Telecom Services Kiribati Limited (TSKL). Telecommunications Authority of Kiribati",
"KIR","EG.ELC.RNEW.ZS","Sources: UN Energy Statistics (2014)",
"KIR","IT.MLT.MAIN","Telecom Services Kiribati Limited (TSKL). Telecommunications Authority of Kiribati",
"KIR","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects",
"KIR","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects",
"KIR","SM.POP.TOTL","Estimates are derived from data on foreign-born population. ",
"KIR","ST.INT.TVLX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"KIR","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects",
"KNA","ST.INT.TRNX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"KNA","SP.POP.TOTL","Data source: United Nations World Population Prospects",
"KNA","DT.DOD.DSTC.CD","Data on short-term debt on original maturity basis are not available.",
"KNA","EG.FEC.RNEW.ZS","Sources: UN Energy Statistics (2014)",
"KNA","SM.POP.TOTL","Estimates are derived from data on foreign-born population. For the purpose of estimation, estimates for Anguilla and for Saint Kitts and Nevis are derived and reported separately.",
"KNA","SP.DYN.CBRT.IN","Data source: United Nations Population and Vital Statistics Report",
"KNA","EG.EGY.PRIM.PP.KD","Sources: Estimated based on UN Energy Statistics (2014); World Development Indicators, WDI (2014)",
"KNA","IT.MLT.MAIN","Cable & Wireless St. Kitts & Nevis. Ministry of Communications, Works, Utilities, Posts and Telegraph. Ministry of International Trade, Labour, Social Security, oTelecommunications and Technology",
"KNA","SP.POP.GROW","Data source: United Nations World Population Prospects",
"KNA","IT.MLT.MAIN.P2","Cable & Wireless St. Kitts & Nevis. Ministry of Communications, Works, Utilities, Posts and Telegraph. Ministry of International Trade, Labour, Social Security, oTelecommunications and Technology",
"KNA","SP.DYN.LE00.MA.IN","Data source: United Nations Population and Vital Statistics Report",
"KNA","IT.CEL.SETS.P2","Cable & Wireless St. Kitts & Nevis. Ministry of Communications, Works, Utilities, Posts and Telegraph. Ministry of International Trade, Labour, Social Security, oTelecommunications and Technology",
"KNA","SP.DYN.TFRT.IN","Data source: United Nations Population and Vital Statistics Report",
"KNA","ST.INT.TVLR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"KNA","ST.INT.XPND.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"KNA","ST.INT.ARVL","Includes overnight visitors (tourists) and same-day visitors (excursionists). Arrivals of non-resident visitors at national borders.",
"KNA","IT.NET.USER.ZS","Cable & Wireless St. Kitts & Nevis. Ministry of Communications, Works, Utilities, Posts and Telegraph. Ministry of International Trade, Labour, Social Security, oTelecommunications and Technology",
"KNA","IT.NET.BBND.P2","Cable & Wireless St. Kitts & Nevis. Ministry of Communications, Works, Utilities, Posts and Telegraph. Ministry of International Trade, Labour, Social Security, oTelecommunications and Technology",
"KNA","SP.DYN.CDRT.IN","Data source: United Nations Population and Vital Statistics Report",
"KNA","IT.NET.BBND","Cable & Wireless St. Kitts & Nevis. Ministry of Communications, Works, Utilities, Posts and Telegraph. Ministry of International Trade, Labour, Social Security, oTelecommunications and Technology",
"KNA","SP.DYN.AMRT.MA","Data source: World Bank estimate",
"KNA","SP.DYN.LE00.FE.IN","Data source: United Nations Population and Vital Statistics Report",
"KNA","IT.CEL.SETS","Cable & Wireless St. Kitts & Nevis. Ministry of Communications, Works, Utilities, Posts and Telegraph. Ministry of International Trade, Labour, Social Security, oTelecommunications and Technology",
"KNA","EG.ELC.RNEW.ZS","Sources: UN Energy Statistics (2014)",
"KNA","SP.DYN.LE00.IN","Derived using male and female life expectancy",
"KNA","ST.INT.TVLX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"KNA","SP.DYN.AMRT.FE","Data source: World Bank estimate",
"KOR","SP.DYN.TFRT.IN","Data source: Korean Statistical Information Service, United Nations World Population Prospects",
"KOR","ST.INT.RCPT.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"KOR","SP.POP.TOTL","Data source: Korean Statistical Information Service",
"KOR","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects",
"KOR","IS.RRS.PASG.KM","Source: OECD",
"KOR","SP.DYN.LE00.FE.IN","Data source: Korean Statistical Information Service, United Nations World Population Prospects",
"KOR","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)",
"KOR","SM.POP.NETM","Data source: United Nations World Population Prospects",
"KOR","ST.INT.DPRT","Includes overnight visitors (tourists) and same-day visitors (excursionists).",
"KOR","IT.MLT.MAIN","Ministry of Information and Communication. Korea Communications Commission.",
"KOR","ST.INT.ARVL","Includes overnight visitors (tourists) and same-day visitors (excursionists). Arrivals of non-resident visitors at national borders. Including nationals residing abroad and crew members.",
"KOR","SP.DYN.CBRT.IN","Data source: Korean Statistical Information Service",
"KOR","SM.POP.TOTL","Estimates are derived from data on foreign-born population. ",
"KOR","IT.CEL.SETS","Ministry of Information and Communication. Korea Communications Commission.",
"KOR","MS.MIL.XPND.CD","1960-2004 SIPRI estimates.",
"KOR","SP.DYN.LE00.MA.IN","Data source: Korean Statistical Information Service, United Nations World Population Prospects",
"KOR","SP.DYN.LE00.IN","Derived using male and female life expectancy",
"KOR","ST.INT.TVLX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"KOR","MS.MIL.XPND.ZS","1995-2004 SIPRI estimates.",
"KOR","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"KOR","ST.INT.TRNX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"KOR","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"KOR","IT.NET.BBND","Ministry of Information and Communication. Korea Communications Commission.",
"KOR","MS.MIL.XPND.CN","1960-2004 SIPRI estimates.",
"KOR","IT.CEL.SETS.P2","Ministry of Information and Communication. Korea Communications Commission.",
"KOR","IT.NET.BBND.P2","Ministry of Information and Communication. Korea Communications Commission.",
"KOR","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects",
"KOR","ST.INT.TRNR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"KOR","IS.RRS.GOOD.MT.K6","Source: OECD",
"KOR","IT.NET.USER.ZS","Ministry of Information and Communication. Korea Communications Commission.",
"KOR","SP.DYN.CDRT.IN","Data source: Korean Statistical Information Service",
"KOR","ST.INT.XPND.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"KOR","SP.POP.GROW","Data source: Korean Statistical Information Service",
"KOR","IT.MLT.MAIN.P2","Ministry of Information and Communication. Korea Communications Commission.",
"KOR","ST.INT.TVLR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"KWT","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects",
"KWT","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects",
"KWT","IT.CEL.SETS.P2","Ministry of Communications.",
"KWT","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects",
"KWT","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"KWT","ST.INT.TRNR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"KWT","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects",
"KWT","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)",
"KWT","IT.MLT.MAIN","Ministry of Communications.",
"KWT","SM.POP.TOTL","Estimates are derived from data on foreign population. Foreign population is people who are citizens of a country other the country in which they reside. Number of refugees reported by the UN Refugee Agency (UNHCR) are added to the migrant stock estimates. ",
"KWT","IT.CEL.SETS","Ministry of Communications.",
"KWT","MS.MIL.XPND.CD","1970-1974 SIPRI estimates.",
"KWT","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects",
"KWT","IT.NET.BBND","Ministry of Communications.",
"KWT","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"KWT","MS.MIL.XPND.CN","1970-1974 SIPRI estimates.",
"KWT","ST.INT.RCPT.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"KWT","IT.NET.USER.ZS","Ministry of Communications.",
"KWT","SP.POP.GROW","Data source: United Nations World Population Prospects",
"KWT","ST.INT.TRNX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"KWT","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects",
"KWT","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects",
"KWT","ST.INT.ARVL","Includes overnight visitors (tourists) and same-day visitors (excursionists). Arrivals of non-resident visitors at national borders.",
"KWT","SG.GEN.PARL.ZS","No woman candidate was elected in the 2006 elections. However, one woman, appointed to the 16-member cabinet, is counted, because cabinet ministers also sit in parliament. In 2008, two women were appointed to the 16-member cabinet sworn in June 2008.",
"KWT","ST.INT.TVLX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"KWT","ST.INT.XPND.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"KWT","SP.POP.TOTL","Data source: United Nations World Population Prospects",
"KWT","IT.NET.BBND.P2","Ministry of Communications.",
"KWT","SM.POP.NETM","Data source: United Nations World Population Prospects",
"KWT","ST.INT.TVLR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"KWT","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"KWT","IT.MLT.MAIN.P2","Ministry of Communications.",
"KWT","ST.INT.DPRT","Includes overnight visitors (tourists) only.",
"LAO","DT.DOD.DECT.CD","Long-term public and publicly guaranteed debt data for 2020 are World Bank staff estimates based on the original terms of the loans and creditors data. Long-term private nonguaranteed debt data for 2020are World Bank staff estimates based on the market data. Short-term debt for 2020 is based on data from the BIS.",
"LAO","ST.INT.TRNR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"LAO","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects",
"LAO","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects",
"LAO","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects",
"LAO","IT.CEL.SETS","Lao Telecommunications Co., Ltd.; Ministère des communications, transports, postes et de la construction. National Authority of Post and Telecommunication.",
"LAO","ST.INT.DPRT","Includes overnight visitors (tourists) and same-day visitors (excursionists).",
"LAO","ST.INT.TVLX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"LAO","EG.FEC.RNEW.ZS","Sources: UN Energy Statistics (2014)",
"LAO","SM.POP.TOTL","Estimates are derived from data on foreign population. Foreign population is people who are citizens of a country other the country in which they reside. Number of refugees reported by the UN Refugee Agency (UNHCR) are added to the migrant stock estimates. ",
"LAO","EG.ELC.RNEW.ZS","Sources: UN Energy Statistics (2014)",
"LAO","SM.POP.NETM","Data source: United Nations World Population Prospects",
"LAO","IT.NET.BBND","Lao Telecommunications Co., Ltd.; Ministère des communications, transports, postes et de la construction. National Authority of Post and Telecommunication.",
"LAO","IT.MLT.MAIN","Lao Telecommunications Co., Ltd.; Ministère des communications, transports, postes et de la construction. National Authority of Post and Telecommunication.",
"LAO","ST.INT.TVLR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"LAO","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects",
"LAO","IT.MLT.MAIN.P2","Lao Telecommunications Co., Ltd.; Ministère des communications, transports, postes et de la construction. National Authority of Post and Telecommunication.",
"LAO","EG.EGY.PRIM.PP.KD","Sources: Estimated based on UN Energy Statistics (2014); World Development Indicators, WDI (2014)",
"LAO","SP.POP.GROW","Data source: United Nations World Population Prospects",
"LAO","IT.NET.BBND.P2","Lao Telecommunications Co., Ltd.; Ministère des communications, transports, postes et de la construction. National Authority of Post and Telecommunication.",
"LAO","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"LAO","SP.POP.TOTL","Data source: United Nations World Population Prospects",
"LAO","IT.NET.USER.ZS","Lao Telecommunications Co., Ltd.; Ministère des communications, transports, postes et de la construction. National Authority of Post and Telecommunication.",
"LAO","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects",
"LAO","ST.INT.XPND.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"LAO","ST.INT.ARVL","Includes overnight visitors (tourists) and same-day visitors (excursionists). Arrivals of non-resident visitors at national borders.",
"LAO","ST.INT.RCPT.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"LAO","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects",
"LAO","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects",
"LAO","IT.CEL.SETS.P2","Lao Telecommunications Co., Ltd.; Ministère des communications, transports, postes et de la construction. National Authority of Post and Telecommunication.",
"LAO","ST.INT.TRNX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"LBN","IT.MLT.MAIN.P2","Ministère des Postes et des Télécommunications.",
"LBN","ST.INT.TVLR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"LBN","IT.CEL.SETS","Ministère des Postes et des Télécommunications.",
"LBN","SP.POP.GROW","Data source: United Nations World Population Prospects",
"LBN","MS.MIL.XPND.CN","1960-1997, 2005-2007, 2010 & 2013-2019 SIPRI estimates.",
"LBN","IT.NET.BBND.P2","Ministère des Postes et des Télécommunications.",
"LBN","IT.NET.BBND","Ministère des Postes et des Télécommunications.",
"LBN","IT.NET.USER.ZS","Ministère des Postes et des Télécommunications.",
"LBN","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"LBN","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"LBN","ST.INT.XPND.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"LBN","ST.INT.TVLX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"LBN","MS.MIL.XPND.CD","1960-1997, 2005-2007, 2010 & 2013-2019 SIPRI estimates.",
"LBN","MS.MIL.XPND.ZS","1990-1997, 2005-2007, 2010, 2013-2019 SIPRI estimates.",
"LBN","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects",
"LBN","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects",
"LBN","ST.INT.RCPT.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database. 1995-2001: the expenditure figures are those provided by the country to UNWTO, which do not appear in the International Monetary Fund data. Due to lack of data on international tourism receipts concerning statistics on inbound tourism, the Department of “Internet and Statistics Service of the Ministry of Tourism” considers that a tourist spends an average of US$ 1,000.",
"LBN","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects",
"LBN","NE.CON.PRVT.PP.CD","Estimates are based on regression.",
"LBN","NE.CON.PRVT.PP.KD","Estimates are based on regression.",
"LBN","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects",
"LBN","NY.GDP.PCAP.PP.KD","Estimates are based on regression.",
"LBN","NY.GDP.MKTP.PP.CD","Estimates are based on regression.",
"LBN","IT.CEL.SETS.P2","Ministère des Postes et des Télécommunications.",
"LBN","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects",
"LBN","ST.INT.TRNR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"LBN","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects",
"LBN","DT.DOD.DECT.CD","Long-term public and publicly guaranteed, long-term private nonguaranteed and short-term debt data for 2020 are based on reports provided by the country.",
"LBN","SP.POP.TOTL","Data source: United Nations World Population Prospects",
"LBN","NY.GNP.MKTP.PP.CD","Estimates are based on regression.",
"LBN","NY.GDP.MKTP.PP.KD","Estimates are based on regression.",
"LBN","ST.INT.TRNX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"LBN","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"LBN","SM.POP.REFG","Figures include Palestinian refugees under the mandate of the United Nations Relief and Works Agency for Palestine Refugees in the Near East (UNRWA) which are not included in statistics from the United Nations Office of the High Commissioner for Refugees (UNHCR).",
"LBN","NY.GNP.PCAP.PP.KD","Estimates are based on regression.",
"LBN","NY.GNP.PCAP.PP.CD","Estimates are based on regression.",
"LBN","SM.POP.NETM","Data source: United Nations World Population Prospects",
"LBN","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects",
"LBN","NY.GNP.MKTP.PP.KD","Estimates are based on regression.",
"LBN","SM.POP.TOTL","Estimates are derived from data on foreign-born population. Number of refugees reported by the UN Refugee Agency (UNHCR) are added to the migrant stock estimates. The estimates for Lebanon include Palestinian refugees registered by UNRWA.",
"LBN","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)",
"LBN","IT.MLT.MAIN","Ministère des Postes et des Télécommunications.",
"LBN","NY.GDP.PCAP.PP.CD","Estimates are based on regression.",
"LBN","ST.INT.ARVL","Includes overnight visitors (tourists) only. Arrivals of non-resident tourists at national borders. Excluding the Lebanon, Syria and Palestine nationalities.",
"LBR","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects",
"LBR","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects",
"LBR","ST.INT.XPND.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"LBR","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects",
"LBR","SP.POP.TOTL","Data source: United Nations World Population Prospects",
"LBR","IT.NET.USER.ZS","Liberia Telecommunications Corporation (LTC). Ministry of Posts and Telecommunications",
"LBR","IT.CEL.SETS.P2","Liberia Telecommunications Corporation (LTC). Ministry of Posts and Telecommunications",
"LBR","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects",
"LBR","IT.NET.BBND.P2","Liberia Telecommunications Corporation (LTC). Ministry of Posts and Telecommunications",
"LBR","SP.POP.GROW","Data source: United Nations World Population Prospects",
"LBR","SM.POP.TOTL","Estimates are derived from data on foreign-born population. ",
"LBR","EG.EGY.PRIM.PP.KD","Sources: Estimated based on UN Energy Statistics (2014); World Development Indicators, WDI (2014)",
"LBR","IT.MLT.MAIN.P2","Liberia Telecommunications Corporation (LTC). Ministry of Posts and Telecommunications",
"LBR","ST.INT.ARVL","Includes overnight visitors (tourists) and same-day visitors (excursionists).",
"LBR","ST.INT.TVLR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"LBR","IT.CEL.SETS","Liberia Telecommunications Corporation (LTC). Ministry of Posts and Telecommunications",
"LBR","IT.MLT.MAIN","Liberia Telecommunications Corporation (LTC). Ministry of Posts and Telecommunications",
"LBR","IT.NET.BBND","Liberia Telecommunications Corporation (LTC). Ministry of Posts and Telecommunications",
"LBR","EG.ELC.RNEW.ZS","Sources: UN Energy Statistics (2014)",
"LBR","SM.POP.NETM","Data source: United Nations World Population Prospects",
"LBR","EG.FEC.RNEW.ZS","Sources: UN Energy Statistics (2014)",
"LBR","PA.NUS.FCRF","Data are reported in Liberian dollars.",
"LBR","ST.INT.TVLX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"LBR","DT.DOD.DECT.CD","Long-term public and publicly guaranteed debt data for 2020 are based on reports provided by the country. Long-term private nonguaranteed debt data for 2020 are World Bank staff estimates based on the market data. Data include the effects of Paris Club rescheduling agreement signed in 2008 and 2010, and HIPC and MDRI debt relief. DSSI eligible and participating, but with no deferred payments reported in 2020.",
"LBR","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects",
"LBR","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"LBR","ST.INT.TRNX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"LBR","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects",
"LBR","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects",
"LBY","IT.CEL.SETS","Ministry of Transport and Communications. National Economic Strategy.",
"LBY","IT.NET.BBND.P2","Ministry of Transport and Communications. National Economic Strategy.",
"LBY","ST.INT.XPND.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
